Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Botswana,BWA,41.3554804862054,43.7698348438061,46.1555079514923,48.1939602336947,51.3942000588844,54.9238935682111,60.037779871236,66.412752663649,72.7586877702602,82.4624428478119,99.1234867315414,126.3499476093,171.101253979686,220.491026815456,261.212543729078,318.039814007556,377.103356627868,426.324605404484,527.121503689689,693.034187059075,823.596275512956,865.275997523105,971.336262383945,1154.74177375018,1399.34091438141,1783.63891098751,2133.09314400763,2609.7156244414,3714.65135679488,4638.27909920993,5118.14252288971,5626.1562710211,6008.86228022033,6744.06383116801,7460.80899269357,8357.81667637503,10046.3199630937,11191.6269498393,12124.8783409448,14919.6817153392,17086.2793200412,18271.8448261617,19335.3420006034,20606.7599270425,22979.1782783861,27347.0470705638,31369.1269361938,35077.3974752971,38390.2499600535,37104.4156166883,43113.2467866349,52279.5065564492,53556.4173425261,58800.9879695016,67264.6756184828,66052.6889832595,75408.1455448482
Central African Republic,CAF,18290.5600103225,19748.5399486146,19593.2215170805,19990.377376695,21527.7826510842,22379.4647487041,23055.6455135081,23449.2782800914,27045.8941381291,27274.9891196393,28582.8078168807,29749.4572556658,30545.6771685987,31207.4019498761,34286.6423591549,40226.4561022955,52270.5790084877,59054.9109031835,63720.9897195004,67190.8000405666,73865.4432519044,80450.0764233123,101660.185940061,100676.586827428,108620.963339742,147498.398015057,144104.410040556,131001.827787303,133967.038421986,137027.320943457,133430.052588969,128894.017960449,120719.088754564,113825.127576761,144621.702925938,166055.380525995,150047.979798715,155610.723993826,158638.28864578,167380.950565047,173396.795434124,178244.651053193,176830.669754315,166369.051941838,165464.39814591,170889.384700732,181760.451292054,190339.873450582,204598.448653353,212465.034387396,221113.172276204,233257.889084667,248325.544893836,166731.070329201,186459.731336726,206050.014913882,226655.546518418
Canada,CAN,2225.23384694262,2260.45015598489,2410.31533942194,2539.71287745201,2728.35863513583,2953.22703201545,3243.48465442937,3422.8228414658,3675.33187504821,3988.3641011984,4307.00759238417,4631.2011553422,5089.68639602983,5871.18762374042,6888.51791511993,7618.7675082942,8660.74948975253,9457.45204656245,10375.8741845565,11728.5768628743,13019.554092628,14743.8152610442,15346.9169113562,16486.9186046512,17906.8944051047,19199.5605581682,20014.1199816822,21541.4689265537,23216.2483733036,24435.7354176559,24936.0224533122,24821.1306658935,25106.2103016393,25824.4862470308,27119.7289521339,28240.5464331948,28883.3205827736,30142.9276491303,30987.1098489482,32933.8474451789,35826.8036412445,36693.5419005917,37926.5352974938,39471.9977269857,41605.8134083451,43854.5432037633,45814.6718940956,47845.2762363138,49718.2905026753,46608.1356831963,48878.6239452151,51536.9460480485,52454.0838136495,53980.2010504555,55806.8827692359,55429.9108187026,55909.7239831986
Central Europe and the Baltics,CEB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,CHE,7816.03757028898,8620.467865743,9320.46928719378,10032.347059058,10938.0302479018,11459.208746836,12177.5007821897,12947.0920602124,13651.8648782721,14626.5717126381,,,,,,,,,,,31557.1120427736,33692.7108655014,35486.9148557831,36402.5814435251,38768.0455427116,40923.8295057543,42726.4825363108,44078.2249363112,46450.487306522,49734.4559097518,53384.7131398184,55064.4680173965,55593.4729564864,56297.6485908221,57229.7062896468,57543.3350325046,57692.5877669917,58658.5886595195,60162.6443371808,60961.2394528493,63952.0239830184,65038.3996136022,64489.2476656381,64759.5482137146,66328.4736099599,68427.0693138401,72193.179549686,76291.7070944603,78511.5859264417,76088.0787687644,77806.7276565133,78516.7936698836,78332.5018904293,78891.0452093408,79343.7775877315,78930.6875087837,78708.2349735972
Channel Islands,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24476.5495564904,26210.8377853162,28616.5742141536,28906.5577163152,29463.0254272669,29538.6679645878,30502.0565384867,31465.9027570742,33839.3035242036,36770.1085532831,,,,,,,,,
Chile,CHL,0.585877893509144,0.642661564612918,0.738539675047006,1.09962939902988,1.63203230805763,2.23800947815599,3.13228149868665,3.97532599967212,5.38185417020811,7.68192933367156,10.783015025829,13.625820905064,24.8483707527837,119.397888037146,935.957454600423,3586.31261227264,12730.0709518615,27935.0751907389,46313.3611928807,73190.7158578439,100515.619427482,117656.115151623,110998.573249485,135947.565677709,161228.236797679,233780.444836019,294300.570424612,387724.533908415,498095.421126901,612475.662633158,762447.04370112,981825.60013774,1219055.34763174,1435219.87027277,1699889.21183,2038356.30951191,2219186.13451424,2424074.47639936,2522158.16394358,2536780.85359693,2752137.28050652,2917972.37789211,3075115.28975811,3310215.45644171,3785686.18885902,4262800.06241382,5029489.33748053,5499916.6113206,5632843.30267144,5745072.05043994,6561895.35509,7112665.48902935,7507177.88100415,7895342.03082137,8451064.74374612,8930904.43091102,9337227.49805123
China,CHN,220.3816690902,186.618811806218,174.564789642069,182.945327441799,210.48034309198,242.454749470417,256.826217024748,237.784109734279,225.187537927206,246.499795860683,278.584652609325,292.103839591965,296.091783348607,312.515590629748,314.066751818737,331.680116107137,321.118316079017,344.478538987021,384.735115759309,423.161250096749,467.531333248406,496.620115737736,532.737489099075,588.377334405019,701.999113331565,865.709014604582,972.652017144893,1123.08132804753,1377.99319886895,1535.7566472802,1662.53684000405,1912.23591459706,2334.3546099642,3027.15711942059,4080.88790258719,5091.06003101618,5898.20784252803,6480.50277355446,6859.90064613688,7229.33228308461,7942.06916856282,8716.68223817274,9506.20311998594,10666.1001954284,12486.9441125552,14368.0317182907,16737.9959738753,20504.9962143131,24120.6613549943,26221.877834743,30876.0383610587,36402.7710243578,40006.6208984634,43852.4521082379,47202.8299532644,50251.0241063068,53974.4753076346
Cote d'Ivoire,CIV,37630.482850743,41045.6342568969,41161.3411728135,46652.9296779712,54277.8867065981,52154.3027878951,56070.5497008828,57212.158549835,65614.7498313606,70386.2459230572,76739.7364181829,79608.1595623413,81240.572773061,92968.5453873069,117203.228385956,126274.677318631,160913.32672828,212337.772644074,235014.535664391,245126.235717196,259221.630977823,264471.934752968,274930.329506208,276250.850861749,304242.127211785,306655.144739702,298634.119810735,275118.421763085,267368.220103534,262913.344408929,239598.052764997,232890.728015277,224272.262540987,229597.572630627,327737.408403285,377606.331327944,414121.483884662,442953.657992439,468410.566442163,467495.525984199,457270.134930739,481485.02431199,495531.544983948,503197.203744141,485919.952829628,491470.66341563,497764.130306611,510848.74463355,556367.20633608,575004.491791533,604113.672779487,573177.613867532,644530.364562058,703156.6791913,774964.793498836,847973.894595887,909932.423384803
Cameroon,CMR,29094.3820914991,30292.0161483954,31500.5184889708,31882.2042406145,33703.4636035249,34528.5110994881,35350.0674795774,38012.4634173354,41718.4671540371,44951.982875824,48746.5963093831,50852.9064334339,54921.9412650751,60023.2037971828,71583.4695941866,82106.7777586766,90293.3703286222,105690.441173955,129540.936043442,150522.998397458,163627.530036478,202228.607490969,237209.629749898,277183.594785518,327952.557018836,381975.930065036,396031.033612068,366660.385289307,330361.525485784,308921.085308332,286191.857633379,276948.437420325,257500.017906458,322340.842382651,351195.404617664,371566.184919182,381957.144600909,413827.933334571,439967.505255251,442491.248257189,470041.553743383,485108.343192257,501754.597216294,512043.397524813,542983.268197139,543312.288560884,565437.578863662,582696.511609513,625505.632620455,632202.860140627,648378.119821266,674602.215049214,704787.689323356,737970.5541932,776816.212875739,800777.962420234,815086.904243999
"Congo, Dem. Rep.",COD,3.74533907196343E-11,3.45434158435645E-11,4.94828054378299E-11,9.53004543158348E-11,9.37563370602605E-11,1.28046109940734E-10,1.39568899822512E-10,2.12982245510671E-10,3.45226214585343E-10,4.31893101549075E-10,4.07084472704126E-10,4.54375715014497E-10,4.88164396235399E-10,6.05982529132825E-10,7.19311470676233E-10,7.46490478376006E-10,1.08154944598896E-09,1.45348015511929E-09,1.7166470255963E-09,3.38270834412563E-09,5.09596368885104E-09,6.77367872117329E-09,9.43813887993998E-09,1.66447951347204E-08,3.24881678502332E-08,4.00178093775571E-08,5.24214920638563E-08,9.10251413043324E-08,1.70274124081605E-07,3.4270180817558E-07,6.46846863345158E-07,1.31444512151052E-05,0.000472728021011828,0.00693313433911692,1.72574933267246,9.53034502760667,67.7195010659673,182.522775534446,222.787289150848,1129.09278389283,27977.4060634687,46109.871987504,60717.5568360998,70505.2368501106,77564.912891992,103560.039185062,118401.037880703,144752.855007883,177922.205075105,236966.332233259,288149.085586388,328702.962417092,366192.054030548,387113.646462921,426952.555953472,439783.656505809,434821.181165553
"Congo, Rep.",COG,31140.9415553113,34958.7657678569,37352.6586297437,37620.2995359867,39482.4164448131,41036.3534732284,44521.4397017885,46656.427283469,48310.079253384,51994.2013980336,55685.3251583368,63057.9542925959,71353.8198078204,80746.1262914868,91333.9685873377,103393.690343444,110077.225003831,111471.879439605,114221.596809859,142686.957684644,195876.484767125,285906.402994496,363879.571237114,397777.186044949,463461.713275555,456252.320504566,292686.945338444,307031.639119915,285115.006481066,320967.342594214,312236.601587326,306527.068648984,301276.46694748,286991.878820785,360830.516984959,377314.678369781,451406.664717066,457624.887340631,377273.325191499,462098.545312632,710692.504356382,617738.190955683,617783.621646053,580096.781773347,681137.581304246,863499.238753357,1052112.43596066,1011832.61571341,1290393.11761697,1064937.40055744,1355742.69728928,1508389.60008687,1507102.7243063,1464617.63950067,1439004.8574234,1012633.19593374,906261.650572659
Colombia,COL,1626.88518828719,1796.25238372978,1959.37103128878,2414.91958599388,2902.24952418941,3175.76743647418,3732.59852641756,4090.45258441688,4612.36201246789,5162.77436846076,6018.16355082891,6893.95438330804,8191.80082882288,10270.9649165195,13317.2389432412,16363.3898215262,21018.8945357508,27640.4358102549,34317.4591842795,43845.9244969814,56930.4092955847,69875.0221622216,86033.143715531,102877.600616618,127069.952948404,160129.400244192,214335.459777171,272995.893959116,355759.140829709,449872.65811741,590230.472404747,747683.734513099,942527.791103169,1212818.40714208,1833959.13325762,2255198.9976384,2646883.9764096,3149339.02501386,3580646.88790062,3806322.18378439,5161152.77617109,5510051.51173943,5901089.737442,6460998.87049655,7203464.69982338,7858404.01459755,8757652.03547919,9714392.28754702,10691993.1305703,11111612.4008754,11867303.6471873,13357871.1980176,14168496.191726,15007441.1241658,15840860.6008661,16573369.1706413,17731025.2338073
Comoros,COM,,,,,,,,,,,,,,,,,,,,,84767.8422110977,97765.7846514235,107632.458265279,126440.064743407,135955.493449428,144752.725440919,153844.05101706,156735.361366134,159283.229844083,158638.44536974,165391.137868871,164271.28944587,161435.03922575,166116.890806056,167326.083711714,182610.634547344,180980.584372128,184969.509097465,184916.130659604,194350.739721054,200698.847991268,217675.143194313,226487.719476925,237350.722122868,244234.001085013,246025.781726444,254242.72658339,259077.147065241,267329.956529611,275713.997136288,285715.942768656,293651.433901006,301963.893969619,309148.572757923,316285.181034653,322774.768852004,344721.828152554
Cabo Verde,CPV,,,,,,,,,,,,,,,,,,,,,19935.8606278584,23289.819685736,27575.6630842458,32721.9087049392,36217.2257649557,40055.5592584481,47721.8403225655,52472.0732671987,57778.8974462419,62219.9356174519,62863.5620958047,65264.337275029,67652.6104876215,106886.999951221,87814.2405764382,96212.448892007,103966.929305645,111922.59790531,122757.90406951,143838.778282135,148337.541228145,156361.853302563,160931.530658739,172828.917932748,175524.53641931,181608.708570128,202548.695389927,250748.758937419,273931.381285805,273418.913681703,275821.916104016,291150.576597181,292524.171026443,295561.236757074,293360.350989809,293715.986748034,298839.969117516
Costa Rica,CRI,2145.84723639201,2119.73707538152,2224.37090992856,2293.14750321655,2347.49782211405,2471.34392411776,2611.39712553876,2734.3321866278,2934.79356494391,3144.7842447719,3528.91978109825,3759.56072610042,4219.61862265337,5092.03845384902,6460.61258909454,8012.08344398584,9609.8669902863,11926.6210692002,13323.8515564256,14864.1170514169,17329.4803939213,23268.0109725283,38674.5743639456,63094.058372234,76915.7907361546,88721.2693202375,109128.202532965,127653.544951955,156075.200004619,184479.022873809,218899.734334196,276384.638226706,352160.083942549,405846.206709121,478331.985672959,589065.420347794,670951.936368904,792785.722528834,929629.346496883,1053701.63038494,1173699.60536938,1309405.12880561,1461594.22465621,1661514.65921598,1937977.51537005,2244169.44984523,2681873.74471836,3162020.55673126,3636885.18002451,3903745.14227442,4311491.63046061,4645332.91423884,5021657.34471507,5282368.31100877,5731701.05402437,6097451.41630816,6441346.26490085
Caribbean small states,CSS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuba,CUB,,,,,,,,,,,653.232914785024,779.559053303617,859.007323856271,902.328288898101,1004.0268918915,1131.80549289809,1186.18227625766,1223.81975322481,1414.87678594377,1462.22967713958,1457.75522901113,1692.06297962215,1794.3945382572,1913.77093175868,2108.26336352816,2082.00936250154,1985.66626151015,1930.53096591122,2005.28207972062,2010.813379362,2035.6457581453,1670.80213642973,1522.68539692546,1533.40389016813,1940.14993661632,2185.54660017387,2282.38961876878,2303.09053500446,2326.11222110386,2553.06975962289,2741.11054194091,2832.18889268909,2994.33998829381,3192.6693781217,3390.71625563673,3779.05706959956,4669.06091614789,5184.49422741447,5376.4476221145,5484.77630011197,5676.14140269906,6075.92430626005,6425.94111866075,6760.15343974549,7050.5019901192,7602.26121831897,
Curacao,CUW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24488.5847936885,25340.2096157045,25249.4316746653,25158.0391221374,25844.8745680816,,,,,,,,,53417.2094103656,55318.8417261818,54295.3691408761,49799.3019675729,47675.6479305633,47846.9962353523,48275.2724996958,,,,
Cyprus,CYP,,,,,,,,,,,,,,,,875.088383586759,1146.18475509302,1452.20831659301,1732.02561793255,2136.981829014,2551.90983204007,2891.8334225317,3343.57822864278,3677.85259936637,4271.51982024757,4676.7950567035,4993.72885657064,5492.96451738735,6093.56692439233,6792.88253469421,7530.0702882231,7679.3108779123,8674.82516567127,8936.69436245384,9758.86193387695,11670.7586507822,11930.6299644803,12544.2033263562,13478.6072670347,14329.2363255082,15567.9278640621,16539.0909194577,17027.183179967,17919.0791680994,19145.9930217863,20363.4197199881,21657.2010679592,22931.0738145674,24161.2342238811,23109.7662848763,23267.9402878548,23189.0240820984,22558.9591930042,21046.1529180139,20651.9852106266,20930.4630136469,21281.5053765966
Czech Republic,CZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70324.770609352,84856.0083068683,94762.0057440928,114622.14632248,132467.19731493,153617.520554595,176277.219310727,190091.236223608,208501.187979103,218052.073832199,232021.295237289,251385.758772117,262985.789036607,275689.871628384,300324.964909144,319739.686243049,343083.36682487,372869.320664448,387508.025102163,376334.075582233,378299.493718501,384310.32590428,386261.539932555,389768.117088848,409847.675330799,435782.030045536,451740.490455912
Germany,DEU,,,,,,,,,,,5147.42185386898,5702.79429394224,6187.91138120242,6870.29781191924,7432.83407097708,7815.03473708586,8509.39651722463,9087.45731789996,9701.21328840844,10531.4490463205,11238.6596953814,11751.9506712505,12253.4363670776,12829.1777553742,13500.3192887216,14139.6857725442,14890.1190505416,15268.6428852959,16039.5808878408,17012.2832855942,18355.5888646774,19744.070454962,21027.3296494452,21545.4455493527,22474.5472489201,23248.351016603,23516.1322618123,23978.7345782924,24598.4033945341,25150.7172761961,25744.3276676059,26470.5766277261,26783.0077394429,26898.917607174,27517.2432681753,27899.5528791265,29052.5990249325,30549.9068319191,31198.8426953143,30039.2026808231,31549.9738129079,33673.2553403344,34295.7012699764,35045.1831814021,36211.1567313926,37260.0841525914,38115.3140119728
Djibouti,DJI,,,,,,,,,,,,,,,,,,,,,,,,,,142385.21826166,,135329.265392695,132970.007882813,128979.688541918,136159.336583119,135425.414109722,138135.838479223,133916.361490392,140405.324198301,140319.929947905,136394.990072738,135162.40943002,134285.319682874,136084.610890745,136521.020535575,138841.371291,140782.422365492,145726.620222379,153583.772731047,160789.475700092,171619.72750839,186178.190812476,215766.999540668,222801.252330195,235656.397374833,254316.422557299,273006.235920947,288376.843450565,309396.808468653,330944.367887481,
Dominica,DMA,,,,,,,,,,,,,,,,,,1337.67419051641,1642.73591767463,1596.26292959626,2118.72958546884,2372.00663349917,2588.00053212718,2887.07239086519,3268.83430126797,3614.46437543283,4143.78637452927,4713.83169821749,5410.63811992975,5812.72283203728,6331.52863547923,6876.99387369075,7295.33605748908,7599.07316388148,8150.70124556905,8475.78746777267,8973.22369808138,9379.24893644086,9927.30118082231,10341.4731842696,13014.2904299902,13297.2915171523,13058.2392873511,13485.601985933,14377.626848918,14158.891075651,14885.5339161382,16035.4446793517,17405.9923460056,18538.8072273933,18663.5764277716,18862.3263197524,18213.7939037255,18720.2216574586,19427.5624227102,19747.3932505946,21348.148511755
Denmark,DNK,9424.91075492788,10385.1403132953,11611.1085801726,12262.7314049384,13905.7513396661,15499.1491780227,16875.9368930673,18398.5694300769,20344.593002545,23011.775558581,25983.4274645717,28557.8081233481,32344.1640709705,37019.1448946914,41266.946227348,45964.4946838471,53120.9266419009,58734.3534406266,65215.6791754633,72349.3057478686,78248.2700169255,86063.4195907038,98359.2591362321,108440.514893836,119752.469814358,129838.701634495,139173.96115327,145976.886396475,151640.817574212,160101.110666458,166420.375732916,172778.329852096,178485.391685375,178942.487301075,190789.792131659,198052.575270289,206727.855242013,216864.891539077,223593.332024941,233289.720261889,248503.263156002,255939.828128887,262330.561906394,266530.243346998,278655.674145526,292647.6427788,309394.122640913,318385.926929867,327920.327958554,311807.600629719,326429.249832768,331537.587163401,338903.263697579,343668.810236705,351054.093444199,356666.501861623,360677.09378999
Dominican Republic,DOM,204.126025108362,192.026654148682,234.034347756695,258.558967830732,272.914291705384,228.953829749716,245.890475149168,250.853977434293,253.904388797713,281.189400313616,329.860647543011,359.827030818071,417.505788945813,479.544041480449,582.850032264343,698.902044394735,748.268731383941,847.600633053485,861.258295049875,968.792626266951,1141.45172137837,1222.66148528726,1310.12273763658,1387.32075412194,1626.43196046585,2419.81019458592,2683.2545692761,3311.87666897672,4758.65534766191,6019.22151227535,8394.78876119609,16848.535182405,19289.323993369,21310.628111671,23583.0096328517,26737.6191063251,29123.1796090054,33616.0765909407,37520.338702144,40780.7251819646,45348.4808741995,47776.8058091834,52491.9995222075,68912.2924788353,99861.2545009897,110418.913380429,126961.795636866,153447.217090948,172431.819837452,177731.78488861,200259.117547662,220178.242691428,234789.945829374,251979.740890643,273039.154056125,291415.644161873,309746.616080642
Algeria,DZA,1208.70006960969,1053.97991329836,845.262829323106,1113.44455332005,1168.14450588282,1226.26773270382,1156.21405938722,1246.21415274913,1383.71256571865,1485.97737145866,1650.27271413936,1667.25807946988,1971.66641315104,2183.23924155939,3399.1990330836,3677.30813013915,4294.13999421416,4916.07550266294,5741.10830763737,6827.91484844351,8403.26800762138,9597.03299754749,10089.5708389231,11008.8947677319,12222.6089258935,12908.8559089476,12886.5585110832,13533.7985066162,14212.2330194524,16759.2645078295,21449.2177654014,31802.723247121,38563.5699578538,41963.1875201336,52587.5009788538,68868.6517243906,87381.0392053562,93024.2208418227,93305.8118426152,105253.797842416,132233.159414257,133802.62883951,141358.551133197,162091.096465649,187295.504527171,227165.497376762,251692.142543434,272678.298266744,316795.093944573,281060.529928021,332014.076286331,396228.819476866,431498.270224015,434234.309570609,440479.12279893,418898.38282596,428675.661450663
East Asia & Pacific (excluding high income),EAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Early-demographic dividend,EAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific,EAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (excluding high income),ECA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia,ECS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,ECU,185.133592194564,191.813822054503,199.077622800438,209.517125771615,226.61122689661,454.447603949549,449.183590978757,458.560162068049,450.355144544336,527.246902249127,471.160029424324,440.546117796357,495.349689852289,588.315096562025,970.270097728724,1105.98805763124,1265.78366796441,1494.53638167707,1573.80500871703,1822.84877505789,2240.71538135097,2664.03460555866,2373.45912159506,1992.07955926724,1915.78479492452,1894.86113111693,1650.70184039394,1466.599096035,1339.50038483749,1391.56513781127,1490.68676331029,1623.17725186622,1689.31006353925,1728.5087061676,2027.18363514101,2134.56499550766,2158.07123888356,2360.41832477386,2299.25767959825,1583.67121174324,1450.56513012215,1903.7415713596,2183.96679635803,2440.46898021995,2708.55789200118,3021.94254731609,3350.78654130881,3590.71808551265,4274.95206457671,4255.56570141121,4657.3023611471,5223.35176320248,5702.10431276527,6074.09082895834,6396.63048339218,6150.15595531519,6018.52686848782
"Egypt, Arab Rep.",EGY,,,,,,75.7903494122483,78.0437210167478,77.5465166141007,78.3377688383579,82.8218257298325,87.2674820515152,90.3735180357502,92.434233829299,101.533640024704,113.224709280737,133.15401602268,167.801509899266,203.380855733725,233.188447804178,295.274117561533,374.088919915948,383.045950078496,448.063194566924,507.831198173169,583.27424503137,659.934450732333,743.222398408238,971.740430246136,1131.37781385167,1371.10877146509,1674.51646483244,1893.44472114241,2316.96107452093,2532.81889475062,2800.19063697857,3201.78868238642,3532.8475354831,4019.58443120469,4265.48370585224,4482.22282814155,4865.10540413219,5036.01586703009,5219.71875014723,5643.26900204918,6437.88504187192,7013.7142795667,7903.11570836943,9364.16549362096,11061.8538473776,12638.0855146076,14345.90826423,15962.0364540968,19071.1523204293,20715.4345453789,23199.4387347806,26060.4354710604,28303.2430972687
Euro area,EMU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,701.184063782835,789.468504349886,1061.50073101334,1197.12286649328,1414.65463603753,1563.46497540608,1702.26718189158,1700.80335818195,2003.89563077823,2433.11689834275,2816.3292378575,3230.69942874569,3962.83391769551,4253.07876756075,4579.10640409497,4878.94004139327,5013.5194238295,6622.84966779837,7413.04226526132,8960.17377740134,,,,,
Spain,ESP,142.941926908554,162.292486381418,187.590111015033,219.785579485805,243.497041667781,279.384666072401,320.817814495059,358.877882585068,399.902651316544,453.388565085299,508.624895610707,567.15944927156,658.319851693144,784.955386053773,950.809351168048,1104.3861244648,1315.03014349624,1651.49728697464,2001.99477020118,2321.38231679265,2668.00996981556,2972.36503887019,3397.70200146306,3849.98185951439,4326.44429622427,4790.0026727659,5467.52495761006,6098.00954198695,6774.70615361197,7579.57959670302,8433.89788985205,9224.90935261724,9886.90296170471,10175.9818727357,10771.312007846,11563.1966025619,12233.4873541271,12932.6701747835,13774.0842053338,14715.5728191399,15930.0967879403,17124.1357369909,18084.9583305557,19045.1967631756,20069.4773611463,21317.2679042328,22703.4880191752,23897.4883986383,24289.9948918602,23274.0171429141,23207.5357016591,22900.8822490495,22231.0687210831,22001.1156145388,22327.8895611318,23253.3514170102,24062.2402294544
Estonia,EST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1934.70584713991,2577.91697336948,3211.61564376739,3642.6055220336,3868.89107235852,4417.20662712914,5025.78489534369,5635.87283865589,6353.50465448815,7124.62441745257,8313.03766308059,10039.8018280233,12118.0276426888,12353.147955635,10600.0038965467,11052.8046715109,12556.2333184425,13559.3456848739,14364.4315578867,15036.6126682616,15468.7476955802,16034.6926941229
Ethiopia,ETH,,,,,,,,,,,,,,,,,,,,,,419.779310729748,429.624331607249,463.239518336302,424.085384068206,481.009186613946,484.004047413233,501.033481422867,502.569768439749,511.344953335434,524.109403143284,559.405894488484,569.368517532065,704.652952472866,722.814446678268,836.233269027958,912.996576392641,915.371939494674,856.847699079489,894.804175132651,1009.35571190855,1000.82607585847,951.344420923886,1019.99360839369,1170.20388437268,1398.32890688676,1682.31419639212,2139.60378767964,3007.83633162618,3956.68441695751,4399.8260395037,5720.12323242383,8084.08353827953,9136.28282410905,10895.0346449806,12996.1151775575,14921.8412480017
European Union,EUU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fragile and conflict affected situations,FCS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,634.729431822132,714.423179530173,759.780195362604,819.314334704969,918.980995892531,1012.94176608092,1081.89967973326,1180.33242663943,1347.12933254281,1538.5297785256,1743.02529119314,1913.07447501412,2217.73609557775,2684.09050335817,3364.88920119371,3873.18034401372,4383.37856859904,4794.29142024883,5286.87906730902,6118.09490229165,7047.12906171835,7936.30952232142,8873.3363400735,9841.86497471985,10958.6560539211,11889.545237389,12756.8189202697,13736.6809384113,15516.8896837974,17309.1414803608,18251.5310048409,17344.7366636483,16829.062798989,16924.6811424258,17838.4551482774,19295.2333592415,19915.8056681015,21545.0495978957,23359.279464162,24571.4139689794,26324.4780108377,27840.5507470305,28513.8362934416,29075.1185398696,30312.1243907048,31335.1109091408,32777.2912430587,35279.6139708663,36457.0776634693,33907.730679389,34884.9003384451,36536.5742486645,36903.2268551125,37385.3735595624,37622.1822821226,38247.9814422074,39236.2350174322
Fiji,FJI,226.749299670044,228.168073170971,231.5116811401,235.667388035066,246.864246864247,251.787627483654,251.299535610215,268.080579939456,292.247620727532,312.562541939889,368.471305153027,398.607226096264,481.380362334059,610.532081348909,795.913602694079,975.381506950286,1061.23995778867,1103.36777215219,1152.38493792515,1371.11487954075,1548.51217227727,1622.53919241729,1666.12291566272,1666.49416172666,1820.90506963502,1849.89763384533,2034.24127546107,2030.13613218331,2196.10273378548,2420.95072754974,2717.43605790609,2776.44454657071,3092.28225554074,3339.6200925531,3490.29016530685,3573.05886024206,3808.91193612042,3812.90517872008,4113.00550408277,4743.12270147081,4419.00192672052,4641.74090968267,4940.32911972794,5376.43945590893,5775.9478172038,6186.7447375754,6491.89580510774,6568.12911170419,6657.93321791923,6589.55170798869,7005.5678818536,7806.01728086949,8138.20724911744,8770.71517480093,9523.38615904611,10324.283835996,10962.5484000178
France,FRA,1007.27106926895,1084.23307741672,1193.64047796774,1319.36848827793,1444.53590948307,1537.09202732285,1648.05558200974,1765.9898485835,1905.94645055955,2157.96464838281,2423.65272898993,2680.94267002927,2966.31967520372,3370.8222170793,3898.87862489314,4361.820694443,5012.89907850524,5618.47937080072,6362.92784219983,7245.16046389778,8189.45782153928,9205.09876762823,10525.6963697007,11624.985727332,12566.6431069851,13390.25995742,14314.9917443938,14958.0418182611,16070.2017753983,17219.8431073208,18092.2269189337,18735.0564968225,19317.204604282,19429.3147613823,19996.6484171373,20573.1933407095,21069.1997570001,21675.0142512653,22576.1721673216,23276.6180803395,24384.206854094,25174.2779969761,25794.8727897252,26306.3860378827,27282.7185182273,28046.7901609182,29129.62546349,30393.387601553,31003.5004433166,29966.0883906241,30732.8558666719,31515.098647096,31783.9735976002,32050.0262937503,32376.6861188035,32934.6896079657,33320.1304995104
